Label,Susan,Jeroen
Royal Air Force,,
Pilots,,
Piloten,,
Indonesian National Revolution,,
Politionele acties,,Politionele acties
Polizeiaktionen,,
Operation Product,,
Operatie Product,,
Operatie Product',,
Operatie Kraai,,
Operation Kraai,,
Operatie Kraai',,
Indonesisch vraagstuk',,
Indonesisch vraagstuk,,
Fashion,,
Mode,,
Bosch,,
Sozialismus,,
Socialism,,
Socialisme,,
Textiles,,
Textil,,
Textiel,,
Friedhöfe,,
Cemeteries,,
Begraafplaatsen,,
Fields of Honour,,
Erevelden,,
Kriegsgräberstätte,,
Niederländische Eisenbahnen AG,,
Dutch Railways,,
Nederlandsche Spoorwegen,,
Spoorwegstaking,,Spoorwegstaking
Railway strike,,
Eisenbahn-Streik,,
Railwacht,,
Railways,,
Gleis,,
Spoorwegen,,
Segelflugzeug,,
Zweefvliegtuigen,,
Gliders,,
Jüdische Unterstützungsstelle',,
Jüdische Unterstützungsstelle,,
Denen,,
Ego-Dokumente,,
Egodocumenten,,
Ego documents,,
Briefe,,
Letters,,
Brieven,,
Farewell letters,,
Abschiedsbriefe,,
Afscheidsbrieven,,
Tagebücher,,
Dagboeken,,
Diaries,,
Autobiografieën,,
Autobiographies,,
Autobiographie,,
Fokker,,
Rundfunkbetreuungsstelle,,
Sterftecijfers,,
Sterblichkeitsziffer,,
Mortality rates,,
Todesanzeige,,
Overlijdensadvertenties,,
Death notices,,
Tote,,
Gevallenen,,Gevallenen
Fallen,,
Pflegekinder,,
Foster children,,
Pleegkinderen,,
Oorlogspleegkinderen',,
Oorlogspleegkinderen,,
Reichskriegsgericht,,
Luftgaugericht,,
Heeresgericht,,
Italianen,,
Jahrbücher,,
Yearbooks,,
Jaarboeken,,
Lebensborn,,
Biografieën,,
Biographies,,
Biographien,,
Algemene Maatschappij voor Jongeren,,
Jeugdorganisaties,,
Youth organisation,,
Jugendorganisationen,,
Wegen,,
Wege,,
Roads,,
Infrastructuur,,
Infrastructure,,
Infrastruktur,,
Watervoorziening,,
Wasserversorgung,,
Water supply,,
Sluizen,,
Schleusenwerke,,
Locks,,
Villages,,
Dorpen,,
Dörfer,,
Landschappen,,
Landschaft,,
Sceneries,,
Waterwegen,,
Wasserstraßen,,
Waterways,,
Deiche,,
Dikes,,
Dijken,,
Cities,,
Steden,,
Städte,,
Demolition,,
Abbruch,,
Sloop,,
Park,,
Parken,,
Coastal area,,
Küstengebiet,,
Kustgebied,,
Harzungen,,
Buchenwald,,
Mittelbau-Dora,,
Auswanderer,,
Emigrants,,
Emigranten,,
St. Louis,,
Exil,,
Migration,,
Migratie,,
Radar,,
Teerose',,
Teerose,,
Design,,
Vormgeving,,
Formgebung,,
Porträts,,
Portraits,,
Portretten,,
Group portraits,,
Groepsportretten,,
Gruppenbilde,,
Homeguard,,
Distinctieven,,
Insignia,,
Rangabzeichen,,
Uniformen,,
Uniforms,,
Uniform,,
Emblemen,,
Embleme,,
Logos,,
Representative assembly,,
Volksvertegenwoordiging,,
Volksvertretung,,
Comintern,,
Komintern,,
Communisme,,
Communism,,
Kommunismus,,
Genocide,,Genocide
Radio stations,,
Radiosender,,
Radiozenders,,
Espionage,,
Spionage,,
Bridges,,
Brücken,,
Bruggen,,
Pontonbruggen,,
Pontoon bridges,,
Pontonbrücken,,
Abmarsch,,
Advance,,
Opmars,,Opmars
Slag in de Javazee,,
Battle of the Java Sea,,
Schlacht in der Javasee,,
Naval battles,,
Seeschlachten,,
Zeeslagen,,Zeeslagen
Geruchten,,
Gerüchte,,
Rumours,,
Media,,
Nieuwsvoorziening,,
Plenipotentiaries,,
Handlungsbevollmächtigten,,
Gevolmachtigden,,
Pematangsiantar,,
Konvoi,,
Konvooien,,
Convoys,,
News items,,
Nachrichten,,
Nieuwsberichten,,
People in hiding,,
Onderduikers,onderduikers,Onderduikers
Holz,,
Hout,,
Wood,,
Bosbouw,,
Forestry,,
Forstwirtschaft,,
Fuels,,
Brandstoffen,,
Brandstoff,,
Crossings,,
Soevereiniteitsoverdracht,,
Transfer of sovereignty,,
Souveränitätstransfer,,
Dekolonisatie,,
Decolonisation,,
Dekolonisation,,
Nederlandsche Oost Compagnie',,
Dutch East Company,,
Nederlandsche Oost Compagnie,,
Entkolonisierung,,
Ostsiedlung',,
Oostkolonisatie,,
Werkdienst Holland,,
Werkdienst Holland',,
Venlo-Zwischenfall,,
Venlo Incident,,
Venlo-incident,,
Grenzen,,
Borders,,
Grenze,,
Power,,
Energie,,
Heating,,
Verwarming,,
Heizung,,
Erleichterung,,
Lighting,,
Verlichting,,
Elektriciteit,,
Electricity,,
Elektrizität,,
Partizanen,,
Partisans,,
Partisanen,,
Guerillas,,
Guerrilla,guerilla,Guerrilla
Guerrilla's,,Guerrilla's
Gewapend verzet,gewapend verzet,Gewapend verzet
Armed resistance,,
Bewaffneter Widerstand,,
Invasie,invasie,Invasie
Invasion,,
Levantkade,,
Levantkade',,
Stichting Toezicht Politieke Delinquenten,,
Stichting Toezicht Politieke Delinquenten',,
Bureau Bijzondere Jeugdzorg',,
Bureau Bijzondere Jeugdzorg,,
Centraal Archief Bijzondere Rechtspleging',,
Centraal Archief Bijzondere Rechtspleging,,
Todesstrafe,,
Doodstraf,doodstraf,Doodstraf
Death penalty,,
Politieke Opsporingsdienst',,
Politieke Opsporingsdienst,,
Inland Politik,,
Domestic politics,,
Binnenlandse politiek,,
Beamte,,
Civil servants,,
Ambtenaren,,
Politieke geschiedenis,,
Politische Geschichte,,
Political history,,
Cultuurpolitiek,,
Cultural policy,,
Kulturpolitik,,
Wirtschaftspolitik,,
Economic policy,,
Economische politiek,,
Verteidigungspolitik,,
Defensiepolitiek,,
Defense policy,,
Dissolution of political parties,,
Ontbinding van politieke partijen,,
Auflösung politische Parteien,,
Merchant vessels,,
Koopvaardijschepen,,
Handelsschiffe,,
Merchant seamen,,
Koopvaardijpersoneel,,
Handelsschiffahrt Personel,,
Transportschepen,,
Cargo vessels,,
Transportschiffe,,
Pilot aid,,
Pilotenhulp,,
Pilotenhulp',,
Intelligence agency,,
Inlichtingendiensten,,
Sicherheitsdienst,,
NKVD,,
Bureau Bijzondere Opdrachten',,
Bureau Bijzondere Opdrachten,,
Geheimdienst,,
Intelligence,,
Binnenlandse Veiligheidsdienst,,
Binnenlandse Veiligheidsdienst',,
Centrale Inlichtingendienst,,
Centrale Inlichtingendienst',,
Bureau Militaire Voorbereiding Terugkeer',,
Bureau Militaire Voorbereiding Terugkeer,,
GSIII,,
GSIII',,
Bureau Nationale Veiligheid',,
Bureau Nationale Veiligheid,,
Bureau Inlichtingen,,
Bureau Inlichtingen',,
Verzetskruis,,
Bronzen Kruis,,
Militaire Willems-Orde,,
Bronzen Leeuw,,
Organizations,,
Organisaties,,
Organisationen,,
Internationale organisaties,,
International organizations,,
Internationale Organisationen,,
Dictatorships,,
Diktatur,,
Dictaturen,,Dictaturen
Münze,,
Coins,,
Muntgeld,,
Schlachtung,slachting,
Butchering,,
Slachten,slachten,Slachten
Bangkinang,,
Comité voor Bijzondere Joodsche Belangen,,
Comité voor Bijzondere Joodsche Belangen',,
Jews,,
Juden,,
Joden,,
Heim ins Reich,,
Geopolitik,,
Geopolitiek,,
Geopolitics,,
Georgier,,
Georgiërs,,
Georgians,,
Rebellions,,
Opstanden,,Opstanden
Rebellionen,,
Standbilder,,
Statues,,
Standbeelden,,
Windmills,,
Mühlen,,
Molens,,
Stadhuizen,,
City halls,,
Rathaus,,
Kerken,,
Churches,,
Kirchen,,
Memorials,,
Gedenkstätten,,
Gedenkplaatsen,,
Paleizen,,
Palaces,,
Paläste,,
Buildings,,
Gebäuden,,
Gebouwen,,
Manuscripts,,
Handschriften,,
Deutsche Krankenkasse für die Niederlande',,
Deutsche Krankenkasse für die Niederlande,,
Führerprincipe,,
Führerprinzip,,
Politieke gevangenen,,
Politische Gefangene,,
Political prisoners,,
Modelle,,
Models,,
Maquettes,,
Architectuur,,
Architecture,,
Architektur,,
Vluchtelingenkampen,vluchtelingenkampen,Vluchtelingenkampen
Refugee camps,,
Flüchtlingslager,,
Camp du Brens,,
Brens,,
Kamp Vianda,,
Camp 'Vianda',,
Kamp Vianda',,
Bindermichl,,
Amphernhöhe,,
Föhrenwald,,
Vluchtelingen,,Vluchtelingen
Flüchtlinge,,
Refugees,,
Durchgangslager Westerbork,,
Westerbork,,
Waldhof,,
Nederlandsche Apothekerskamer,,
Artsen,,
Doctors,,
Ärzte,,
Chronologies,,
Chronologien,,
Chronologieën,,
Roemenen,,
Arbeidsinzet,arbeidsinzet,Arbeidsinzet
Arbeitseinsatz,arbeitseinsatz,
Arbeidsinzet',,
Sinterklaasrazzia,,
Sinterklaasrazzia',,
Liese-Aktion',,
Liese-Aktion,,
Holland-Aktion II,,
Holland-Aktion II',,
Organisation Todt,,
Kriegshilfsdienst',,
Kriegshilfsdienst,,
Holland Aktion I',,
Holland-Aktion I,,
Unfree labour,,
Arbeitsbeschaffung,,
Tewerkstelling,,Tewerkstelling
Razzia van Rotterdam',razzia,
Raid of Rotterdam,,
Razzia van Rotterdam,,
Troops movements,,
Troepenbewegingen,,Troepenbewegingen
Truppenbewegungen,,
Almoners,,
Aalmoezeniers,,
Feldgeistlicher,,
Hindus,,
Hindu,,
Hindoes,,
Protestantisme,,
Protestantism,,
Protestantismus,,
Anthroposophy,,
Anthroposophie,,
Antroposofie,,
Theologie,,
Theology,,
Jehova's Getuigen,,
Zeugen Jehovas,,
Jehovah's Witnesses,,
Okkultismus,,
Occultisme,,
Occultism,,
Judaism,,
Jodendom,,
Judentum,,
Christendom,,
Christentum,,
Christianity,,
Gottesdienst,,
Service,,
Erediensten,,
Boeddhisme,,
Buddhism,,
Buddhismus,,
Römischer Katholizismus,,
Catholic,,
Rooms-Katholicisme,,
Mysticism,,
Mystik,,
Mystiek,,
Klerus,,
Clergy,,
Geestelijken,,
Kloosterorden,,
Mönchsorden,,
Religious orders,,
Verordeningen,,
Regulations,,
Verordnungen,,
Dekret,,
Decreten,,
Decrees,,
Distributiestamkaarten,,
Distributiestamkaarten',,
Ration card,,
Distributie,,
Distribution,,
Fleet,,
Flotte,,
Vloot,,
Widerstandsliteratur,,
Resistance literature,,
Verzetsliteratuur,,
Literature,,
Letterkunde,,
Literaturwissenschaft,,
Eigentum,,
Possession,,
Bezit,,
Sonderkommando's,,
Sonderkommandos,,
Sonderkommando,,
Hospitals,,
Ziekenhuizen,,
Krankenhäuser,,
Veldhospitalen,,
Field hospitals,,
Feldkrankenhäuser,,
Represailles,,Represailles
Reprisals,,
Repressalien,,
Aanslag bij Woeste Hoeve,aanslag,
Attack at Woeste Hoeve,,
Attentat am Woeste Hoeve,,
Raids,,
Razzia,razzia,Razzia
Razzia's,,Razzia's
Aktion Silbertanne,,
Silbertanne-moorden,,
Operation Silbertanne,,
Attentat,,
Attacks,,
Aanslagen,aanslagen,Aanslagen
Communisten,,
Communists,,
Kommunisten,,
Veröffentlichungsverbote,,
Publication ban,,
Publicatieverboden,,Publicatieverboden
Persvrijheid,,
Freedom of the press,,
Pressefreiheit,,
Freiheitsbeschränkungen,,
Restriction of freedom,,
Vrijheidsinperkingen,,Vrijheidsinperkingen
Tschetnik,,
Četniks,,
Laurahütte,,
Golleschau,,
Monowitz,,
Gleiwitz,,
Blechhammer,,
Jaworzno,,
Furstengrube,,
Neustadt,,
Jawischowitz,,
Magdeburg-Rothensee,,
Bobrek,,
Sosnowitz,,
Raisko,,
Psychiatrische inrichtingen,,
Mental institution,,
Psychiatrische Einrichtungen,,
Geestelijk gehandicapten,,
Mentally disabled,,
Geistige Behinderung,,
Het Apeldoornsche Bosch,,
Het Apeldoornsche Bosch',,
NICA,,
Nederlands bestuur,,
Dutch governance,,
Niederländische Regierung,,
Vakbeweging,,
Gewerkschaftsbewegung,,
Trade union,,
Dutch Association of Trade Unions,,
Nederlands Verbond van Vakverenigingen,,
Nederlands Verbond van Vakverenigingen',,
National Federation of Christian Trade Unions,,
Christelijk Nationaal Vakverbond,,
Christelijk Nationaal Vakverbond',,
Deutsche Arbeitsfront,,
German Labour Front,,
Algemene Nederlandse Diamantbewerkers Bond',,
General Diamond Workers' Union of the Netherlands,,
Algemene Nederlandse Diamantbewerkers Bond,,
Nederlandsche Arbeidsfront,,
Nederlandsche Arbeidsfront',,
Dutch Labour Front,,
Rooms Katholieke Werkliedenverbond,,
Rooms Katholieke Werkliedenverbond',,
Eenheids Vakcentrale',,
Eenheids Vakcentrale,,
Künstler Widerstand,,
Artists resistance,,
Kunstenaarsverzet,,Kunstenaarsverzet
Kolonialismus,,
Colonialism,,
Kolonialisme,,
Linggadjati Agreement,,
Akkoord van Linggadjati',,
Akkoord van Linggadjati,,
Unabhängigkeitserklärung,,
Onafhankelijkheidsverklaringen,,
Declarations of independence,,
Ostindonesien,,
State of East Indonesia,,
Deelstaat Oost-Indonesië,,
Hoge Raad der Nederlanden,,
Hoge Raad der Nederlanden',,
Atlantik Wall,,
Atlantic Wall,,
Atlantikwall,,
Export,,
Oorlogsmusea,,
War Museums,,
Kriegsmuseen,,
Herinnering,,
Remembrance,,
Erinnerung,,
Museums,,
Musea,,
Museen,,
Leonberg,,
Natzweiler,,
Camp 'Sparjebird',,
Kamp Sparjebird,,
Kamp Sparjebird',,
Philips,,
Oorlogswinst,,
War profit,,
Kriegsgewinn,,
Cabaret,,
Kleinkunst,,
Post,,
Postal service,,
Postverkeer,,
Censorship,,
Zensur,,
Censuur,,Censuur
Brieftaube,,
Carrier pigeon,,
Postduiven,,
Postdienste,,
Postal services,,
Posterijen,,
Postzegels,,
Stamps,,
Briefmarken,,
Rookwaren,,
Tobacco,,
Rauchwaren,,
Lebensmittel,,
Provisions,,
Levensmiddelen,,
Buitengewone Raad van Advies,,
Extraordinary Council of Advice,,
Buitengewone Raad van Advies',,
Government in exile,,
Exilregierung,,
Regering in ballingschap,,Regering in ballingschap
Opera,,
Oper,,
Resistance Museums,,
Verzetsmusea,,
Widerstandsmuseen,,
USHMM,,
Yad Vashem,,
Kriegsdenkmäler,,
War memorials,,
Oorlogsmonumenten,,
Denkmäler,,
Monuments,,
Gedenktekens,,
Street names,,
Straßennamen,,
Straatnamen,,
Monumenten,,
Monument,,
Denkmäler,,
"Transport van Westerbork naar Sobibor, 27 april 1943",,
"Transport van Westerbork naar Sobibor, 30 maart 1943",,
"Transport van Westerbork naar Sobibor, 4 mei 1943",,
"Transport van Westerbork naar Sobibor, 6 april 1943",,
"Transport van Westerbork naar Sobibor, 11 mei 1943",,
"Transport van Westerbork naar Sobibor, 13 juli 1943",,
"Transport van Westerbork naar Sobibor, 13 april 1943",,
"Transport van Westerbork naar Sobibor, 18 mei 1943",,
"Transport van Westerbork naar Sobibor, 20 juli 1943",,
"Transport van Westerbork naar Sobibor, 8 juni 1943",,
"Transport van Westerbork naar Sobibor, 25 mei 1943",,
"Transport van Westerbork naar Sobibor, 10 maart 1943",,
"Transport van Westerbork naar Sobibor, 17 maart 1943- 20 maart 1943",,
"Transport van Westerbork naar Sobibor, 1 juni 1943",,
"Transport van Westerbork naar Sobibor, 20 april 1943- 23 april 1943",,
"Transport van Westerbork naar Sobibor, 23 maart 1943",,
"Transport van Westerbork naar Sobibor, 29 juni 1943",,
"Transport van Westerbork naar Sobibor, 2 maart 1943",,
"Transport van Westerbork naar Sobibor, 6 juli 1943",,
Kruisen,,
Kreuze,,
Cross,,
Vereinigung der Verfolgten des Naziregimes',,
Vereinigung der Verfolgten des Naziregimes,,
Noren,,
Zivilbevölkerung,,
Civil population,,
Burgerbevolking,,
IJzeren Garde,,
Iron Guard,,
Eiserne Garde,,
Reden,,
Speeches,,
Redevoeringen,,
Protestrede van Cleveringa,,
Rede Cleveringa,,
Protest speech Cleveringa,,
Bombing of Rotterdam,,
Bombardement op Rotterdam,,Bombardement op Rotterdam
Bombardierung von Rotterdam,,
Mai Tage 1940,,
Meidagen 1940',,
Meidagen 1940,meidagen 1940,Meidagen 1940
Documenten,,
Documents,,
Dokumente,,
Quellen,,
Archival publication,,
Bronnenuitgaven,,
Getto van Jędrzejów,,
Getto Jędrzejów,,
Ghetto of Jędrzejów,,
Getto van Zawiercie,,
Ghetto Zawiercie,,
Ghetto of Zawiercie,,
Ghetto of Chisinau,,
Getto van Chisinau,,
Ghetto Chișinău,,
Getto van Rzeszow,,
Ghetto Rzeszow,,
Ghetto of Rzeszow,,
Ghetto Carei,,
Ghetto of Carei,,
Getto van Carei,,
Getto van Dębica,,
Ghetto of Dębica,,
Ghetto Dębica,,
Getto van Venetië,,
Ghetto of Venice,,
Ghetto Venedig,,
Theresienstadt,,
Getto van Szeged,,
Ghetto of Szeged,,
Ghetto Szeged,,
Ghetto of Rome,,
Ghetto Rom,,
Getto van Rome,,
Ghetto of Svencionys,,
Getto van Svencionys,,
Ghetto Svencionys,,
Warsaw Ghetto Uprising,,
Opstand in het Getto van Warschau,,
Austand im Warschauer Ghetto,,
Ghetto Krakau,,
Ghetto of Kraków,,
Getto van Krakau,,
Getto van Grodno,,
Ghetto of Grodno,,
Ghetto Grodno,,
Ghetto Mir,,
Getto van Mir,,
Ghetto of Mir,,
Ghetto Minsk,,
Getto van Minsk,,
Ghetto of Minsk,,
Getto van Otwock,,
Ghetto of Otwock,,
Ghetto Otwock,,
Ghetto of Radun,,
Getto van Radun,,
Ghetto Radun,,
Ghetto Izbica,,
Ghetto of Izbica,,
Getto van Izbica,,
Ghetto Zbaracz,,
Getto van Zbaracz,,
Ghetto of Zbaracz,,
Getto van Wierzbnik,,
Ghetto Wierzbnik,,
Ghetto of Wierzbnik,,
Ghetto Łask,,
Ghetto of Łask,,
Getto van Łask,,
Getto van Zloczow,,
Ghetto Zloczow,,
Ghetto of Zloczow,,
Ghetto Tarnow,,
Ghetto of Tarnow,,
Getto van Tarnow,,
Ghetto of Częstochowa,,
Getto van Częstochowa,,
Ghetto Częstochowa,,
Ghetto Mogilew,,
Getto van Mogilew,,
Ghetto of Mogilew,,
Ghetto Satu Mare,,
Getto van Satu Mare,,
Ghetto of Satu Mare,,
Ghetto Odessa,,
Ghetto of Odessa,,
Getto van Odessa,,
Getto van Zhmerinka,,
Ghetto Zhmerinka,,
Ghetto of Zhmerinka,,
Ghetto of Krosno,,
Getto van Krosno,,
Ghetto Krosno,,
Ghetto of Stolpce,,
Getto van Stolpce,,
Ghetto Stolpce,,
Ghetto of Radom,,
Getto van Radom,,
Ghetto Radom,,
Ghetto of Vilnius,,
Ghetto Vilnius,,
Getto van Vilna,,
Ghetto Włodawa,,
Getto van Włodawa,,
Ghetto of Włodawa,,
Ghetto Łódź,,
Ghetto of Lodz,,
Getto van Lodz,,
Ghetto of Kovno,,
Getto van Kaunas,,
Ghetto Kaunas,,
Getto van Charkow,,
Ghetto of Charkow,,
Ghetto Charkow,,
Ghetto of Šiauliai,,
Getto van Šiauliai,,
Ghetto Šiauliai,,
Ghetto of Murafa,,
Getto van Murafa,,
Ghetto Murafa,,
Ghetto Kielce,,
Ghetto of Kielce,,
Getto van Kielce,,
Ghetto Lachwa,,
Ghetto of Lachwa,,
Getto van Lachwa,,
Ghetto Körmend,,
Ghetto of Körmend,,
Getto van Körmend,,
Getto van Oradea,,
Ghetto of Oradea,,
Ghetto Oradea,,
Ghetto of Budapest,,
Getto van Boedapest,,
Ghetto Budapest,,
Ghetto of Lvov,,
Getto van Lemberg,,
Ghetto Lwiw,,
Getto van Warschau,,
Ghetto of Warsaw,,
Ghetto Warschau,,
Ghetto of Golta,,
Ghetto Golta,,
Getto van Golta,,
Ghetto Lublin,,
Ghetto of Lublin,,
Getto van Lublin,,
Ghetto of Stanisławów,,
Getto van Stanisławów,,
Ghetto Stanisławów,,
Ghetto of Białystok,,
Getto van Białystok,,
Ghetto Bialystok,,
Ghetto of Bochnia,,
Getto van Bochnia,,
Ghetto Bochnia,,
Getto van Szydlowiec,,
Ghetto Szydlowiec,,
Ghetto of Szydlowiec,,
Ghetto Stryj,,
Ghetto of Stryj,,
Getto van Stryj,,
Ghetto of Glubokoje,,
Ghetto Glubokoje,,
Getto van Glubokoje,,
Emancipatie,,
Emancipation,,
Emanzipation,,
Frauen,,
Women,,
Vrouwen,,
Nationale Jeugdstorm',,
National Youth Storm,,
Nationale Jeugdstorm,,
Identity cards,,
Ausweise,,
Persoonsbewijzen,,
Identiteitspapieren,,
Personalausweis,,
Identity papers,,
Soldiers,,
Soldaten,soldateb,
AVRO',,
AVRO,,
VPRO',,
VPRO,,
KRO,,
NCRV,,
NCRV',,
Königlich Niederländische Akademie der Wissenschaften,,
Royal Netherlands Academy of Arts and Sciences,,
Koninklijke Nederlandse Akademie van Wetenschappen,,
Rabbi,,
Rabbiner,,
Rabbijnen,,
Ambtenarenverbod,,
Ambtenarenverbod',,
Lend-Lease Act,,
Leih- und Pachtgesetz,,
Militarization,,
Militarisering,,Militarisering
Militarisierung,,
Rearmament,,
Wiederbewaffnung,,
Herbewapening,,Herbewapening
Geographie,,
Geography,,
Geografie,,
Statistieken,,
Statistiken,,
Statistics,,
Polemologie,,
Polemology,,
Soziologie des Krieges,,
Genetik,,
Erfelijkheidsleer,,
Genetics,,
Kaiser Wilhelm Society,,
Kaiser-Wilhelm-Gesellschaft,,
Humanities,,
Geesteswetenschappen,,
Studia humanitatis,,
Mathematik,,
Mathematics,,
Wiskunde,,
Anthropologie,,
Anthropology,,
Antropologie,,
Sociale wetenschappen,,
Social science,,
Sozialwissenschaften,,
Taalwetenschap,,
Linguistics,,
Linguistik,,
Politikwissenschaft,,
Political science,,
Politicologie,,
Gender,,
Philosophie,,
Philosophy,,
Filosofie,,
Onderzoek,,
Research,,
Forschung,,
Sociologie,,
Sociology,,
Soziologie,,
Medizin,,
Medicine,,
Geneeskunde,,
Meteorology,,
Meteorologie,,
Belastingen,,
Taxes,,
Steuern,,
Finanzen,,
Finances,,
Financiën,,
Duin en Bosch,,
Duin en Bosch',,
Wapenstilstanden,,
Waffenstillstand,,Waffenstillstand
Armistice,,
Households,,
Huishoudens,,
Haushalte,,
NSNAP',,
National Socialist Dutch Workers Party,,
NSNAP,,
NSNAP Smit,,
NSNAP Smit',,
NSNAP Van Rappard,,
NSNAP Van Rappard',,
NSNAP Kruyt',,
NSNAP Kruyt,,
Provinz,,
Provincies,,
Provinces,,
Overheden,,
Governments,,
Staat,,
Personeel,,
Arbeitskrafte,,
Staff,,
Wiederbesetzung,,
Herbezetting,,Herbezetting
Reoccupation,,
Okkupation,,
Occupation,,
Bezetting,bezetting,Bezetting
Germanic-SS,,
Germanische SS,,
Germaanse SS,,
Parlementaire Enquetecommissie Regeringsbeleid 1940-1945,,
Parlementaire Enquetecommissie Regeringsbeleid 1940-1945',,
Parliamentary history,,
Parlamentarische Geschichte,,
Parlementaire geschiedenis,,
Wirtschaftsprüfstelle,,
Generalkommissariat für Finanz und Wirtschaft,,
Filme,,
Films,,
Movies,,
Kinos,,
Cinema,,
Bioscopen,,
Unterhaltung,,
Entertainment,,
Amusement,,
Strength Through Joy,,
Kraft durch Freude,,
Gemeenschap Vreugde en Arbeid,,
Gemeenschap Vreugde en Arbeid',,
Variété,,
Dierentuinen,,
Zoos,,
Entspannung,,
Relaxation,,
Ontspanning,,
Toerisme,,
Tourismus,,
Tourism,,
Travel,,
Reisen,,
Reizen,,
Vakantie,,
Urlaub,,
Holiday,,
Confectie-industrie,,
Ready-to-war industry,,
Bekleidungsindustrie,,
Machinery,,
Maschinen,,
Machines,,
Industrialization,,
Industrialisatie,,
Industrialisierung,,
Graphical industry,,
Grafische industrie,,
Grafischen Industrie,,
Neubrandenburg,,
Lebensraum,,
Concerten,,
Konzerte,,
Concerts,,
Stoßtruppen,,
Stormtroopers,,
Stoottroepen,stoottroepen,Stoottroepen
Revolutionair-Socialistische Arbeiderspartij,,
Revolutionary Socialist Party,,
Revolutionair-Socialistische Arbeiderspartij',,
Revolutionair-Socialistische Partij,,
Reedereien,,
Shipping lines,,
Rederijen,,
Erster Weltkrieg,,
First World War,,
Eerste Wereldoorlog,,
Geschäfte,,
Stores,,
Winkels,,
Bondowoso,,
Criminaliteit,,Criminaliteit
Crimes,,
Kriminalität,,
Verbrechen,,
Misdrijven,,Misdrijven
Misdemeanors,,
Zaak-Oss,,
Yakuza,,
Vijfde Colonne,,
Fifth column,,
Fünfte Kolonne,,
Collaborateurs,,Collaborateurs
Collaborators,,
Kollaborateur,,
Detainees,,
Geïnterneerden,,Geïnterneerden
Internierte,,
Deutsche Invasion,,
Duitse invasie,duitse invasie,Duitse invasie
German invasion,,
Bijbel,,
Bible,,
Bibel,,
Schadevergoedingen,,
Compensations,,
Schadenersatz,,
Marxisme,,
Marxism,,
Marxismus,,
Groot-Nederlandse gedachte',,
Greater Netherlands,,
Groot-Nederlandse gedachte,,
Verdinaso,,
Verdinaso',,
Dietsch Studentenverbond,,
Dietsch Studentenverbond',,
Nederlandse Vereniging van Ex-Politieke Gevangenen',,
Nederlandse Vereniging van Ex-Politieke Gevangenen,,
Robbery,,
Roof,,Roof
Raub,,
Plünderung,,
Looting,,
Plunderingen,,Plunderingen
"Lippmann, Rosenthal & Co.",,
Puls,,
PK-Berichter,,
Pazifismus,,
Pacifisme,,
Pacifism,,
Jongeren Vredes Actie,,
Jongeren Vredes Actie',,
Voedseldroppings,,Voedseldroppings
Food drops,,
Lebensmittel abwerfen,,
Abwerfen,,
Droppings,,
Königliches Dekret,,
Royal resolutions,,
Koninklijke besluiten,,
Gemeenschap Oud Illegale Werkers Nederland,,
Chemische Kriegsführung,,
Chemical warfare,,
Chemische oorlogvoering,,Chemische oorlogvoering
Bacteriologische oorlogvoering,,Bacteriologische oorlogvoering
Bacteriological warfare,,
Bakteriologische Kriegsführung,,
Hilfe,,
Hulp,,
Assistance,,
Armenversorgung,,
Poor relief,,
Armenzorg,,
Rettungswesen,,
Rescue work,,
Reddingswezen,,
Collectes,,
Fund raising,,
Kollekte,,
Volkslieder,,
Volksliederen,,
Folk songs,,
Kulturkritik,,
Cultuurkritiek,,
Cultural criticism,,
Algemeen Nederlandsch Verbond,,
Reklame,,
Reclame,,
Advertisement,,
Astrologie,,
Astrology,,
Kunstroof,,Kunstroof
Art theft,,
Kunstraub,,
Folklore,,
Modernismus,,
Modernisme,,
Modernism,,
Filming,,
Film,,
Symbolik,,
Symbolism,,
Symboliek,,
Publishers,,
Uitgeverijen,,
Herausgeber,,
Entartete Kunst,,
Degenerate art,,
Kunstgeschichte,,
Kunstgeschiedenis,,
Art History,,
Verzuiling,,
Versäulung,,
Pillarisation,,
Miniatur Bücher,,
Miniatuurboekjes,,
Miniature books,,
Theater,,
Identiteit,,
Identity,,
Identität,,
Lichaamscultuur,,
Body Culture,,
Körperkultur,,
Photographs,,
Foto's,,
Fotos,,
Photography,,
Fotografie,,
Cartoons,,
Kleidertracht,,
Klederdrachten,,
Folkloric costume,,
Sammlung,,
Collections,,
Collecties,,
Cultuurgeschiedenis,,
Kulturgeschichte,,
Cultural history,,
Toneel,,
Theatre,,
Theater,,
Linguistic usage,,
Taalgebruik,,
Sprachgebrauch,,
Büchern,,
Boeken,,
Books,,
Exhibitions,,
Tentoonstellingen,,
Exposition,,
Boekhandels,,
Bookstores,,
Buchhandel,,
Belletristik,,
Belles letters,,
Bellettrie,,
Mauthausen,,
Ebensee,,
"Transport van Amsterdam naar Mauthausen, 23 februari 1941-22 mei 1941",,
St. Lambrecht,,
Loiblpass,,
Melk,,
St. Aegyd am Neuwalde,,
Gunskirchen,,
Redl-Zipf,,
Jeugdliteratuur,,
Young adult literature,,
Jugendliteratur,,
Voogdij,,
Guardianship,,
Vormundschaft,,
Oosterhelling,,
Kinderbücher,,
Children's books,,
Kinderboeken,,
Stichting Fonds voor Gezins- en Jeugdzorg,,
Stichting Fonds voor Gezins- en Jeugdzorg',,
